0,The Motor Sport Sport Vision is located in Fawkham and its HQ is Faw,MotorSport Vision is located in the city of Fawkham.,0.5282784,0.40853873,0.6518903
1,The Motor Sport Sport Vision is located in Fawkham and its HQ is Faw,"MotorSport Vision is located in the city of Fawkham, UK.",0.4601778,0.38253394,0.5383073
2,The Motor Sport Sport Vision is located in Fawkham and its HQ is Faw,MotorSport Vision is located in Fawkham.,0.55715716,0.41815114,0.70204455
3,The population density of Ciudad Ayala is 1604.0 and the population density is,The population density of Ciudad Ayala is 1604.0.,0.84669805,0.77357376,0.92120224
4,The population density of Ciudad Ayala is 1604.0 and the population density is,Ciudad Ayala city has a population density of 1604.0.,0.5826537,0.51066184,0.6551736
5,The population density of Ciudad Ayala is 1604.0 and the population density is,The population density in Ciudad Ayala is 1604.,0.6946025,0.5944791,0.7973807
6,The official language of the country of Israel is the Modern Hebrew and the official language is,The official language of Israel is modern Hebrew.,0.6594752,0.5149687,0.8106722
7,The official language of the country of Israel is the Modern Hebrew and the official language is,Israel’s official language is Modern Hebrew.,0.4663871,0.37528527,0.5588633
8,The official language of the country of Israel is the Modern Hebrew and the official language is,Modern Hebrew is the official language of Israel.,0.54109395,0.3924948,0.69662726
9,Chinabank is located in the Philippines and is the location of Chinabank.,Chinabank's location is the Philippines.,0.5621572,0.44463563,0.68342906
10,Chinabank is located in the Philippines and is the location of Chinabank.,Chinabank is located in the Philippines.,0.6883748,0.52822083,0.85711235
11,Detroit has a total area of 370.03 and a total area of 370,The total area of the city of Detroit is 370.03 square kilometers.,0.34701058,0.378602,0.3136962
12,Detroit has a total area of 370.03 and a total area of 370,Detroit has a total area of 370.03 square kilometers.,0.57231206,0.5806666,0.5625958
13,GMA New Media is located in the GMA Network Center and is located in the GMA,GMA New Media is located in the GMA Network Center.,0.83031803,0.75263816,0.909575
14,GMA New Media is located in the GMA Network Center and is located in the GMA,GMA New Media headquarters are located in the GMA Network Center.,0.758422,0.6987307,0.81858397
15,GMA New Media is located in the GMA Network Center and is located in the GMA,GMA New Media is located inside GMA Network Center.,0.76922244,0.69478214,0.84487987
16,"The music Composer of the band, Nicholas Brookszky, is the musician of",The music of the film English Without Tears is composed by Nicholas Brodszky.,0.26888868,0.2939028,0.24175893
17,"The music Composer of the band, Nicholas Brookszky, is the musician of",Nicholas Brodszky composed music of the movie English Without Tears.,0.25207713,0.31341314,0.18978657
18,"The music Composer of the band, Nicholas Brookszky, is the musician of",Nicholas Brodszky was a composer of the songs that were used in English Without Tears.,0.26705155,0.34184924,0.19203235
19,"The film, ""Its Great to be 5"" starred by ""Cel",Cecil Parker had a main role in It's Great to Be Young.,0.18259145,0.12868787,0.23493275
20,"The film, ""Its Great to be 5"" starred by ""Cel",Cecil Parker starred in the 1956 movie It's Great to Be Young.,0.21052903,0.15574437,0.2638752
21,"The film, ""Its Great to be 5"" starred by ""Cel",It's Great to be Young is a 1956 film starring Cecil Parker.,0.1646208,0.12658873,0.20046586
22,"Ray Griggs is the director of Super Capers, the director of which, is Ray","The movie ""Super Capers"" was directed by Ray Griggs.",0.35795295,0.2925982,0.42281452
23,"Ray Griggs is the director of Super Capers, the director of which, is Ray",Super Capers is directed by Ray Griggs.,0.31344077,0.19832125,0.4314935
24,"Ray Griggs is the director of Super Capers, the director of which, is Ray",Ray Griggs is the director of Super Capers.,0.6256801,0.42044133,0.84594244
25,Anatole de Groinwald is the producer of Anatole de Growwald and,"""English Without Tears"" was produced by Anatole de Grunwald.",0.2513729,0.2821764,0.21852596
26,Anatole de Groinwald is the producer of Anatole de Growwald and,Anatole de Grunwald was the producer of 'English Without Tears'.,0.30886945,0.28912544,0.32649538
27,Anatole de Groinwald is the producer of Anatole de Growwald and,Anatole de Grunwald is the producer of English Without Tears.,0.3651836,0.31011692,0.41930416
28,"08/26 is the runway name of the Bedford Aerodrome, which has the name","The Bedford Aerodrome has a runway named ""08/26"".",0.48712158,0.45450026,0.5184478
29,"08/26 is the runway name of the Bedford Aerodrome, which has the name",Bedford Aerodrome has a runway called 08/26.,0.43921554,0.38544315,0.49221876
30,"08/26 is the runway name of the Bedford Aerodrome, which has the name",The Bedford Aerodrome runway name is 08/26.,0.490394,0.41695264,0.56416845
31,Adam West was born in 1928 and was born in the year 1928.,Adam West was born in the year 1928.,0.8097241,0.7494806,0.87062144
32,Adam West was born in 1928 and was born in the year 1928.,Adam West was born in 1928.,0.7227834,0.60412794,0.8456817
33,"The Bedford Autodrome, which serves the city of Bedford, is served by the Bedford Auto",Bedford Aerodrome has served the Bedford Autodrome.,0.37887463,0.33808324,0.41824615
34,"The Bedford Autodrome, which serves the city of Bedford, is served by the Bedford Auto",The place served by the Bedford Aerodrome is the Bedford Autodrome.,0.4482346,0.43144327,0.46332303
