0,"The 11th Mississippi Infantry monument is located in Gettysburg, Adams County, Pennsylvania.","Pennsylvania's Franklin County is found to the west of Adams County, Pennsylvania and Pennsylvania's Cumberland County is to the north. A monument to the 11th Mississippi Infantry was erected in Adams County in the year 2000 in the municipality of Gettysburg and this monument is categorised as a contributing property.",0.43312913,0.6512067,0.2297468
1,"The 11th Mississippi Infantry monument is located in Gettysburg, Adams County, Pennsylvania.","The 11th Mississippi Infantry Monument, a Contributing property established in the year 2000 in Adams County, Pennsylvania falls in the municipality of Gettysburg, Pennsylvania. Adams County Pennsylvania is East of Franklin County, Pennsylvania and has Cumberland County, Pennsylvania to its north.",0.50402254,0.7171476,0.3049037
2,The Acharya Institute of Technology's campus is located at Soldevanahalli,"Dr. G. P. Prabhukumar is the director of the Acharya Institute of Technology which is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090 in India and is affiliated with Visvesvaraya Technological University.",0.1328055,0.3934761,-0.1060929
3,The Acharya Institute of Technology's campus is located at Soldevanahalli,"The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India. Its director is Dr.G.P. Prabhukumar and it is affiliated to Visvesvaraya Technological University.",0.256207,0.61118245,-0.05817245
4,The Acharya Institute of Technology's campus is located at Soldevanahalli,"The campus of the Acharya Institute of Technology is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India and it is affiliated with the Visvesvaraya Technological University. Its director is Dr.G.P.Prabhukumar.",0.21261692,0.5353726,-0.076433115
5,The City Manager leads the city of Ciudad Ayala which is governed by,"Ciudad Ayala is a metropolitan city which has population of 1,777,539 with its population density of 1604.0 and it falls into UTC offset -6 time zone. One of the leaders of Ciudad Ayala is the City Manager which uses council-manager government.",0.21371703,0.4708021,-0.022335218
6,The City Manager leads the city of Ciudad Ayala which is governed by,"The city Ciudad Ayala has population 1,777,539 making the density 1604.0. One of the leaders in the council-manager government is the City Manager. It is in UTC offset -6.",0.19414902,0.44868252,-0.039772414
7,The City Manager leads the city of Ciudad Ayala which is governed by,The city Ciudad Ayala has population 1777539 making the density 1604. It is a council-managed government led by a City Manager. It is in UTC offset -6.,0.20211989,0.39525792,0.020088006
8,"SuperCapers, a 78-minute super capers (written by Ray Grigg","Super Capers is a 98 minute film with a $2000000.0 budget. It stars Tom Sizemore and Michael Rooker, and was written and directed by Ray Griggs.",0.19536108,0.31465587,0.07887452
9,"SuperCapers, a 78-minute super capers (written by Ray Grigg","Super Capers is a 98 minute movie starring Michael Rooker and Tom Sizemore. It was written and directed by Ray Griggs. It had a budget of $2,000,000.",0.15337047,0.27738452,0.032503378
10,"SuperCapers, a 78-minute super capers (written by Ray Grigg",The 98 minute film Super Capers had a budget of 2 million dollars. It was written and directed by Ray Griggs. It starred Tom Sizemore and also featured Michael Rooker.,0.19978796,0.30465114,0.09654659
11,Aaron Turner is from the United States and plays the electric guitar. He played with the band Twi,US born Aaron Turner plays electric guitar for the post metal band Twilight.,0.39267904,0.37619084,0.40728
12,Aaron Turner is from the United States and plays the electric guitar. He played with the band Twi,American guitarist Aaron Turner is a post-metal musician who played electric guitar with the band Twilight.,0.4558371,0.44494233,0.4649972
13,Aaron Turner is from the United States and plays the electric guitar. He played with the band Twi,Aaron Turner (from United States) who is a performer of post metal plays the electric guitar in the band Twilight.,0.56864977,0.6136817,0.5229652
14,"The 11th Mississippi Infantry monument is located in Gettysburg, Adams County, Pennsylvania.","Adams County Pennsylvania, which is to the east of Franklin County, Pennsylvania, is the location of the 11th Mississippi Infantry Monument, which was established there in the year 2000. The 11th Mississippi Infantry Monument stands in the municipality of Gettysburg and falls under the category of Contributing property. To the southeast of Adams County, lies Carroll County, Maryland.",0.3908313,0.5979133,0.196866
15,"The 11th Mississippi Infantry monument is located in Gettysburg, Adams County, Pennsylvania.","A monument to the 11th Mississippi Infantry was built in 2000 in the municipality of Gettysburg which is in Adams County, Pennsylvania. Carroll County Maryland is southeast of Adams County, while Pennsylvania's Franklin County is to be found to the west. This monument is categorised as a contributing property.",0.5115752,0.7625587,0.2803322
16,"The 11th Mississippi Infantry monument is located in Gettysburg, Adams County, Pennsylvania.","To the west of Adams County, Pennsylvania, is Franklin County, Pennsylvania and to its southeast is Carroll County, Maryland. In Adams County, a monument to the 11th Mississippi Infantry was established in 2000 in the municipality of Gettysburg. This monument is categorized as a Contributing Property.",0.46943417,0.6867418,0.26671773
17,The Director of Deathona Factory Farm is Tom Simon and it was broadcast by the,Sarah Teale and Tom Simon directed the 83 minute movie Death on a Factory Farm which was edited by Geof Bartz. Jamie Lawrence composed the music for the movie which was released by HBO.,0.17197116,0.2820448,0.06387201
