0,"Hypermarcas is a pharmaceutical company located in Sao Paulo, Brazil. Its","Hypermarcas is a pharmaceutical company located in Sao Paulo, Brazil. Brazil is 8514837.14 square kilometers in size.",0.5894252,0.83498496,0.3627019
1,"Hypermarcas is a pharmaceutical company located in Sao Paulo, Brazil. Its","Hypermarcas, a pharmaceutical company, is located in Sao Paulo within the 8514837.14 square kilometres that make up the country of Brazil.",0.45067915,0.7170938,0.20663905
2,"Hypermarcas is a pharmaceutical company located in Sao Paulo, Brazil. Its","Hypermarcas, a company in the pharmaceuticals industry, is located in Sao Paulo, Brazil, a country with a total area of 8514837.14 square kilometres.",0.44307664,0.7227439,0.18813114
3,Granola is an ingredient in Bionico which is a dessert found in Mexico.,"Bionico is a dish served for dessert in Mexico, where the currency is the peso, the dish contains granola.",0.3713106,0.44812536,0.29467538
4,Granola is an ingredient in Bionico which is a dessert found in Mexico.,"Bionico, a food that requires granola as one of its ingredients and served at the dessert is found in Mexico. The currency is the Peso.",0.31865627,0.421019,0.21800634
5,Granola is an ingredient in Bionico which is a dessert found in Mexico.,Bionico is a food found in Mexico (currency: peso). Bionico (dessert) requires granola as one of its ingredients.,0.46530783,0.59752345,0.33761504
6,Liselotte Grosebina was born in the German Empire and died in the,"Israeli national Liselotte Grschebina was born in the German Empire and died in Israel on June 14, 1994.",0.5155059,0.6282816,0.40570593
7,Liselotte Grosebina was born in the German Empire and died in the,"Liselotte Grschebina died in Israel on June 14, 1994. Though she had Israeli nationality, she was born in the German Empire.",0.49180064,0.5930786,0.3925799
8,Liselotte Grosebina was born in the German Empire and died in the,"Liselotte Grschebina was an Israeli national born in the German Empire. She died on June 14, 1994 in Israel.",0.4706999,0.5670547,0.37600547
9,Ciudad Ayala is located in Mexico and is led by the Governator,Ciudad Ayala is a city which is located 1147m above sea level and has a UTC offset of -6. Ciudad Ayala is located in Mexico and has a leader called the Governator.,0.3733759,0.59098583,0.1703855
10,Ciudad Ayala is located in Mexico and is led by the Governator,Ciudad Ayala ruled by governator is in the country of Mexico with offset of -6 as well as sea level of 1147.0.,0.3451971,0.55529714,0.14862472
11,Ciudad Ayala is located in Mexico and is led by the Governator,"Ciudad Ayala is located in Mexico, with a UTC offset -6. The city has an elevation of 1147.0 above sea level and its leader is called the governator.",0.34304705,0.61378884,0.09557491
12,The director of English Without Teas is Harold French and the music company is Nicholas Brook,"English Without Tears, a film directed by Harold French and composed by Nicholas Brodszky, was released on 07-28-1944. The film length is 89 minutes.",-0.026198966,0.093500815,-0.14350703
13,The director of English Without Teas is Harold French and the music company is Nicholas Brook,"The 89 minute movie ´English Without Tears´ was directed by Harold French, and released on 7-28-1944. The songs used throughout the movie were composed by Nicholas Brodszky.",0.0688793,0.21379776,-0.07095782
14,The director of English Without Teas is Harold French and the music company is Nicholas Brook,"English Without Tears is a movie directed by Harold French and musically composed by Nicholas Brodszky. It runs for 89 minutes and was released on July 7th, 1944.",-0.020679045,0.1089126,-0.1469226
15,Adolfo Suarez Madrid-Barajas Airport is operated by E,"The Adolfo Suárez Madrid–Barajas Airport is located 610 metres above sea level. This airport is operated by ENAIRE and has a runway named 14L/32R, which has a length of 3500.",0.26957947,0.554723,0.010470241
16,Adolfo Suarez Madrid-Barajas Airport is operated by E,"Adolfo Suárez Madrid–Barajas Airport, operated by ENAIRE organisation, is elevated 610 metres above sea level and has the runway length of 3500.0. The Adolfo Suárez Madrid–Barajas Airport runway name is 14L/32R.",0.29701275,0.5670151,0.05021365
