0,"Hypermarcas is a pharmaceutical company located in Sao Paulo, Brazil. Its","Hypermarcas is a pharmaceutical company located in Sao Paulo, Brazil. Brazil is 8514837.14 square kilometers in size.",0.19919613003730774
1,"Hypermarcas is a pharmaceutical company located in Sao Paulo, Brazil. Its","Hypermarcas, a pharmaceutical company, is located in Sao Paulo within the 8514837.14 square kilometres that make up the country of Brazil.",0.043692220002412796
2,"Hypermarcas is a pharmaceutical company located in Sao Paulo, Brazil. Its","Hypermarcas, a company in the pharmaceuticals industry, is located in Sao Paulo, Brazil, a country with a total area of 8514837.14 square kilometres.",-0.0036026127636432648
3,Granola is an ingredient in Bionico which is a dessert found in Mexico.,"Bionico is a dish served for dessert in Mexico, where the currency is the peso, the dish contains granola.",-0.06308287382125854
4,Granola is an ingredient in Bionico which is a dessert found in Mexico.,"Bionico, a food that requires granola as one of its ingredients and served at the dessert is found in Mexico. The currency is the Peso.",-0.13070666790008545
5,Granola is an ingredient in Bionico which is a dessert found in Mexico.,Bionico is a food found in Mexico (currency: peso). Bionico (dessert) requires granola as one of its ingredients.,0.106259286403656
6,Liselotte Grosebina was born in the German Empire and died in the,"Israeli national Liselotte Grschebina was born in the German Empire and died in Israel on June 14, 1994.",-0.44800272583961487
7,Liselotte Grosebina was born in the German Empire and died in the,"Liselotte Grschebina died in Israel on June 14, 1994. Though she had Israeli nationality, she was born in the German Empire.",-0.47058698534965515
8,Liselotte Grosebina was born in the German Empire and died in the,"Liselotte Grschebina was an Israeli national born in the German Empire. She died on June 14, 1994 in Israel.",-0.33508074283599854
9,Ciudad Ayala is located in Mexico and is led by the Governator,Ciudad Ayala is a city which is located 1147m above sea level and has a UTC offset of -6. Ciudad Ayala is located in Mexico and has a leader called the Governator.,-0.12969452142715454
10,Ciudad Ayala is located in Mexico and is led by the Governator,Ciudad Ayala ruled by governator is in the country of Mexico with offset of -6 as well as sea level of 1147.0.,-0.3692893981933594
11,Ciudad Ayala is located in Mexico and is led by the Governator,"Ciudad Ayala is located in Mexico, with a UTC offset -6. The city has an elevation of 1147.0 above sea level and its leader is called the governator.",-0.16787418723106384
12,The director of English Without Teas is Harold French and the music company is Nicholas Brook,"English Without Tears, a film directed by Harold French and composed by Nicholas Brodszky, was released on 07-28-1944. The film length is 89 minutes.",-1.1531107425689697
13,The director of English Without Teas is Harold French and the music company is Nicholas Brook,"The 89 minute movie ´English Without Tears´ was directed by Harold French, and released on 7-28-1944. The songs used throughout the movie were composed by Nicholas Brodszky.",-1.235230565071106
14,The director of English Without Teas is Harold French and the music company is Nicholas Brook,"English Without Tears is a movie directed by Harold French and musically composed by Nicholas Brodszky. It runs for 89 minutes and was released on July 7th, 1944.",-1.1381598711013794
15,Adolfo Suarez Madrid-Barajas Airport is operated by E,"The Adolfo Suárez Madrid–Barajas Airport is located 610 metres above sea level. This airport is operated by ENAIRE and has a runway named 14L/32R, which has a length of 3500.",-0.7572780251502991
16,Adolfo Suarez Madrid-Barajas Airport is operated by E,"Adolfo Suárez Madrid–Barajas Airport, operated by ENAIRE organisation, is elevated 610 metres above sea level and has the runway length of 3500.0. The Adolfo Suárez Madrid–Barajas Airport runway name is 14L/32R.",-0.7265223264694214
17,"The 11th Mississippi Infantry monument is located in Adams County, Pennsylvania. It was established in","The 11th Mississippi Infantry Monument was established in 2000 and is categorized as a Contributing Property. The monument is situated in Adams County, Pennsylvania which has Frederick County, Maryland to its southwest.",-0.29060250520706177
18,"The 11th Mississippi Infantry monument is located in Adams County, Pennsylvania. It was established in","The 11th Mississippi Infantry Monument, which was built in the year 2000, falls under the category of contributing property. The monument is located in Adams County, Pennsylvania which has Frederick County, Maryland to the southwest.",-0.3908845782279968
19,"The 11th Mississippi Infantry monument is located in Adams County, Pennsylvania. It was established in","A monument to the 11th Mississippi Infantry was erected in Adams County, Pennsylvania in the year 2000. Frederick County, Maryland is southwest of Adams County Pennsylvania. The 11th Mississippi Infantry Monument is in the category of a contributing property.",-0.4015466570854187
20,"Bionico is a dessert dish from Mexico, where the currency is the peso","Sour cream, chopped fruits, condensed milk, granola, raisins and shredded coconut are the main ingredients in Bionico which is a dessert served in Mexico where the local currency is the peso.",-0.13277791440486908
