0,Adolfo Suarez Madrid-Barajas Airport is located in Al,ENAIRE is the operating organisation for Adolfo Suarez Madrid-Barajas airport. This airport is situated 610 meters above sea level in Alcobendas.,-0.3870999217033386
1,The author of English Without Teas is Terence Garrett and it was run by 89,"English Without Tears, written by Terence Rattigan, runs 89 minutes. The cinematography for the film was done by Bernard Knowles.",-0.8671401143074036
2,The author of English Without Teas is Terence Garrett and it was run by 89,"English Without Tears, an 89 minute film written by Terence Rattigan, features the cinematography of Bernard Knowles.",-0.9570468664169312
3,The author of English Without Teas is Terence Garrett and it was run by 89,Terence Rattigan is the writer of the 89 minute movie ´English Without Tears´ and Bernard Knowles is the cinematographer.,-1.0688101053237915
4,"The author of the film, It's Great to be a film that stars the character","It's Great to be Young,a 1956 film starring Cecil Parker was composed by Louis Levy and written by Ted Willis.",-1.1660873889923096
5,"The author of the film, It's Great to be a film that stars the character",“It's Great to Be Young” (1956) was written by Ted Willis and features music by Louis Levy. A main role in the movie was given to Cecil Parker.,-1.1196489334106445
6,"The author of the film, It's Great to be a film that stars the character","Louis Levy is the composer of the 1956 film It's Great to Be Young, which is written by Ted Willis and stars Cecil Parker.",-1.0781679153442383
7,"The City Manager is the leader of Ciudad Ayala, which is located in",One of the leader of Ciudad Ayala (a city) is called City Manager. With a population density of 1604.0.,-0.508850634098053
8,"The City Manager is the leader of Ciudad Ayala, which is located in","Ciudad Ayala is a city with a population density of 1,604. One of the leaders is called the City Manager.",-0.3296595513820648
9,"The City Manager is the leader of Ciudad Ayala, which is located in","One of the leaders of Ciudad Ayala, a city with a population density of 1604.0, is the City Manager.",-0.3939366638660431
10,"The ALCO RS-3 has a four-stroke engine, a 12 cylinder","The ALCO RS-3, with a four-stroke engine and 12 cylinders, has a length of 17068.8 millimetres.",0.07347092032432556
11,"The ALCO RS-3 has a four-stroke engine, a 12 cylinder",The four-stroke 12 cylinder ALCO RS-3 is 17068.8 millimetres long.,-0.07920373976230621
12,"The ALCO RS-3 has a four-stroke engine, a 12 cylinder",The ALCO RS-3 has a four-stroke engine and a cylinder count of 12 which is 17068.8 mm in length.,0.1006978452205658
13,Bionico is a dessert found in the Jalisco region of Mexico.,"In the region of Jalisco, Mexico, is a food dish served for dessert called Bionico.",0.2683638036251068
14,Bionico is a dessert found in the Jalisco region of Mexico.,"Bionico, a food found in the Jalisco region of Mexico, is served at the dessert course.",0.3124302625656128
15,Bionico is a dessert found in the Jalisco region of Mexico.,Bionico (a dessert) is a food found in the region of Jalisco in Mexico.,0.7039811015129089
16,"Pontiac Riac has been assembled in Detroit, Michigan and produced between 1995 and",The Pontiac Rageous assembled in Michigan with assembly line in Detroit was last produced in 1997.,-0.1548631191253662
17,"Pontiac Riac has been assembled in Detroit, Michigan and produced between 1995 and","Ending its production in 1997, the Pontiac Rageous was assembled in Detroit, Michigan.",-0.21113604307174683
18,"Pontiac Riac has been assembled in Detroit, Michigan and produced between 1995 and","Ending in 1997, the Pontiac Rageous was assembled in Detroit, Michigan.",-0.17088040709495544
19,"Alan B Miller Hall, owned by the College of William and Mary, was completed on 1 June",Alan B. Miller Hall which is owned by the College of William and Mary was completed on 1st June 2009.,0.4069042503833771
20,"Alan B Miller Hall, owned by the College of William and Mary, was completed on 1 June","Completed on June 1st, 2009, Alan B. Miller Hall is owned by the College of William and Mary.",0.245815247297287
21,"Alan B Miller Hall, owned by the College of William and Mary, was completed on 1 June","The Alan B. Miller Hall, which is owned by The College of William and Mary, was completed on 1st June 2009.",0.3232276737689972
22,Lionsgate is a public company that makes SuperCapers which is distributed by Roadside,Super Capers was distributed by the public company Lionsgate. It was also distributed by Roadside Attractions.,-0.4045761525630951
23,Lionsgate is a public company that makes SuperCapers which is distributed by Roadside,Roadside Attractions distributed Super Capers which was also distributed by the public company Lionsgate.,-0.3431999683380127
24,Lionsgate is a public company that makes SuperCapers which is distributed by Roadside,"The movie Super Capers is distributed by Roadside Attractions and Lionsgate, a public company.",-0.5795049667358398
25,Ray Griggs is the creator of Super Capers which stars Danielle Harris and,"Super Capers, a film written by Ray Griggs, is 98 minutes long. Danielle Harris was one of the stars of the movie.",-0.2304050624370575
26,Ray Griggs is the creator of Super Capers which stars Danielle Harris and,The film Super Capers is written by Ray Griggs and stars Danielle Harris. The film's running time is 98 minutes.,-0.3340247869491577
27,Ray Griggs is the creator of Super Capers which stars Danielle Harris and,"The 98.0 minute film,Super Capers starring Danielle Harris was written by the director Ray Griggs.",-0.1570477932691574
28,The Director of McVeagh of the South Seas is Harry Carey and the,"""McVeagh of the South Seas"" was written and directed by Harry Carey born in 1878 and produced by Progressive Motion Picture Company.",-0.8499645590782166
29,The Director of McVeagh of the South Seas is Harry Carey and the,"Harry Carey, an actor born in 1878, was the director and writer for the film McVeagh of the South Seas which was produced by the Progressive Motion Picture Company.",-0.7541223764419556
30,The Director of McVeagh of the South Seas is Harry Carey and the,"Harry Carey, an actor and director, was born in 1878. He was the writer of the movie McVeagh of the South Seas, which was produced by the Progressive Motion Picture Company. As well as writing the film script, Carey also acted a role in the movie, and directed it.",-0.9362272620201111
31,"The director of the film, It's Cyril Frankel and it stars the character","The 1956 movie It's Great to Be Young was directed by Cyril Frankel, starred Cecil Parker, and has a running time of 94 minutes.",-0.9269518256187439
32,"The director of the film, It's Cyril Frankel and it stars the character",The 94 minutes long 1956 movie It's Great to Be Young was directed by Cyril Frankel and starred Cecil Parker.,-0.8930939435958862
33,"The director of the film, It's Cyril Frankel and it stars the character",Cyril Frankel directed the 1956 film It's Great to Be Young in which Cecil Parker had a main role. The film is 94 minutes long.,-0.9573284983634949
34,"The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. Adams County is southeast","The 11th Mississippi Infantry Monument is located in Adams County, in the state of Pennsylvania which is northwest to Carroll County Maryland.",-0.015300866216421127
35,"The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. Adams County is southeast","The 11th Mississippi Infantry Monument is located in Adams County, the state of Pennsylvania which is located northwest to Carroll County, Maryland.",-0.05370044335722923
36,"The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. Adams County is southeast","The 11th Mississippi Infantry Monument is in Adams County, Pennsylvania. To the southeast of Adams County, Pennsylvania lies Carroll County, Maryland.",0.20162585377693176
37,The College of William and Mary is the owner of the Alan B Miller Hall which is located in,"The College of William and Mary, located in Williamsburg Virginia is the location of the Mason School of Business located inside Alan B Miller Hall.",-0.2988808751106262
38,The College of William and Mary is the owner of the Alan B Miller Hall which is located in,"The Mason School of Business, inside Alan B Miller Hall, is in Williamsburg, Virginia at the College of William and Mary.",-0.5913877487182617
39,The College of William and Mary is the owner of the Alan B Miller Hall which is located in,"The Mason School of Business are the current tenants of Alan B Miller Hall, located in Williamsburg, Virginia and owned by The College of William and Mary.",-0.33492398262023926
40,The director of McVeagh of the South Seas is Cyril Bruce and the,McVeagh of the South Seas (IMDb ID 0004319) is a film starring Harry Carey and was directed by Harry Carey and Cyril Bruce.,-0.9375739693641663
41,The director of McVeagh of the South Seas is Cyril Bruce and the,"'McVeagh of the South Seas' (a film registered in IMDb, ID 0004319) was directed by Cyril Bruce and Harry Carey, an actor born in 1878.",-0.9078177213668823
42,The director of McVeagh of the South Seas is Cyril Bruce and the,The movie McVeagh of the South Seas' IMDb id is 0004319. It was directed by Cyril Bruce and starred actor Harry Carey who was born in 1878.,-1.1073970794677734
43,The Director of Deathona Factory Farm is Sarah Teale and the school has,Sarah Teale was both the producer and director of the 83-minute movie Death on a Factory Farm.,-0.8846768736839294
44,The Director of Deathona Factory Farm is Sarah Teale and the school has,"Death on a Factory Farm, with a running time of 83.0, was produced and directed by Sarah Teale.",-0.8080204129219055
45,The Director of Deathona Factory Farm is Sarah Teale and the school has,Sarah Teale directed and produced Death on a Factory Farm which runs 83 minutes.,-0.8005587458610535
46,"The 11th Mississippi Infantry Monument was established in 2000 in Adams County, Pennsylvania, United States","The 11th Mississippi Infantry Monument was established in Adams County, Pennsylvania, the United States in 2000.",0.7171220779418945
47,"The 11th Mississippi Infantry Monument was established in 2000 in Adams County, Pennsylvania, United States","The 11th Mississippi Infantry Monument was established in 2000 in the location of Infantry Monument is Adams County, Pennsylvania which is located in the United States.",0.26619410514831543
48,"The 11th Mississippi Infantry Monument was established in 2000 in Adams County, Pennsylvania, United States","The 11th Mississippi Infantry Monument, in Adams County, Pennsylvania, USA, was established in the year 2000.",0.6379296779632568
49,The ALCO RS-3 was built between May 1950 and August 1956 and has 12 cylinder,The ALCO RS-3 was produced between May 1950 and August 1956 has has a cylinder count of 12 and is 17068.8 millimetres in length.,0.20902755856513977
50,The ALCO RS-3 was built between May 1950 and August 1956 and has 12 cylinder,"The ALCO RS-3, produced between May 1950 and August 1956 with 12 cylinders, has a length of 17068.8 millimetres.",0.27957314252853394
51,The ALCO RS-3 was built between May 1950 and August 1956 and has 12 cylinder,The ALCO RS-3 produced between May 1950 and August 1956 with 12 cylinders has a length of 17068.8 millimetres.,0.2667221426963806
