0,Adolfo Suarez Madrid-Barajas Airport is located in Al,ENAIRE is the operating organisation for Adolfo Suarez Madrid-Barajas airport. This airport is situated 610 meters above sea level in Alcobendas.,0.3142672,0.50681305,0.13281608
1,The author of English Without Teas is Terence Garrett and it was run by 89,"English Without Tears, written by Terence Rattigan, runs 89 minutes. The cinematography for the film was done by Bernard Knowles.",0.0886373,0.07702849,0.097320184
2,The author of English Without Teas is Terence Garrett and it was run by 89,"English Without Tears, an 89 minute film written by Terence Rattigan, features the cinematography of Bernard Knowles.",0.11321666,0.10504365,0.118520655
3,The author of English Without Teas is Terence Garrett and it was run by 89,Terence Rattigan is the writer of the 89 minute movie ´English Without Tears´ and Bernard Knowles is the cinematographer.,0.14397813,0.19011039,0.095937476
4,"The author of the film, It's Great to be a film that stars the character","It's Great to be Young,a 1956 film starring Cecil Parker was composed by Louis Levy and written by Ted Willis.",0.14310123,0.26109365,0.027693788
5,"The author of the film, It's Great to be a film that stars the character",“It's Great to Be Young” (1956) was written by Ted Willis and features music by Louis Levy. A main role in the movie was given to Cecil Parker.,0.11531162,0.21680853,0.01497775
6,"The author of the film, It's Great to be a film that stars the character","Louis Levy is the composer of the 1956 film It's Great to Be Young, which is written by Ted Willis and stars Cecil Parker.",0.23323205,0.35200113,0.11730526
7,"The City Manager is the leader of Ciudad Ayala, which is located in",One of the leader of Ciudad Ayala (a city) is called City Manager. With a population density of 1604.0.,0.3706583,0.51121825,0.23523696
8,"The City Manager is the leader of Ciudad Ayala, which is located in","Ciudad Ayala is a city with a population density of 1,604. One of the leaders is called the City Manager.",0.32471406,0.40354413,0.24605067
9,"The City Manager is the leader of Ciudad Ayala, which is located in","One of the leaders of Ciudad Ayala, a city with a population density of 1604.0, is the City Manager.",0.50548816,0.6178517,0.39604464
10,"The ALCO RS-3 has a four-stroke engine, a 12 cylinder","The ALCO RS-3, with a four-stroke engine and 12 cylinders, has a length of 17068.8 millimetres.",0.6392087,0.83680004,0.45361543
11,"The ALCO RS-3 has a four-stroke engine, a 12 cylinder",The four-stroke 12 cylinder ALCO RS-3 is 17068.8 millimetres long.,0.49782133,0.67366195,0.33114862
12,"The ALCO RS-3 has a four-stroke engine, a 12 cylinder",The ALCO RS-3 has a four-stroke engine and a cylinder count of 12 which is 17068.8 mm in length.,0.6310729,0.83538216,0.43963233
13,Bionico is a dessert found in the Jalisco region of Mexico.,"In the region of Jalisco, Mexico, is a food dish served for dessert called Bionico.",0.47783908,0.52931005,0.4256659
14,Bionico is a dessert found in the Jalisco region of Mexico.,"Bionico, a food found in the Jalisco region of Mexico, is served at the dessert course.",0.6673567,0.7553231,0.58102554
