SCENARIO_FOLDER	/Users/piek/Desktop/t-MA-Combots-2024/code/ma-communicative-robots/leolani_text_to_ekg/storage/emissor/d5a6bc60-c19b-4c08-aee5-b4dd1c65c64d
SCENARIO_ID	d5a6bc60-c19b-4c08-aee5-b4dd1c65c64d
AGENT	Leolani
SPEAKER	Koen
LOCATION	No location
PEOPLE SEEN	Not in context
OBJECTS SEEN	Not in context
DURATION IN MINUTES	3.999433333333333

Text signals
NR. TURNS	27
Average turn length	33.851851851851855
Average nr. tokens per turn	7.185185185185185
Average token length	3.850515463917526
SPEAKER SET	{'LEOLANI', 'SPEAKER'}
TOTAL ANNOTATIONS	147

ConversationalAgent
faceID:LEOLANI	15
faceID:SPEAKER	12
python-type:cltl.dialogue_act_classification.api.DialogueAct
MIDAS:statement	18
MIDAS:command	3
MIDAS:opinion	1
MIDAS:open_question_opinion	1
MIDAS:other_answers	2
MIDAS:open_question_factual	1
MIDAS:closing	1
Likelihood
	81
python-type:cltl.emotion_extraction.api.Emotion
GO:neutral	6
GO:disappointment	1
GO:joy	2
GO:curiosity	2
GO:love	1

Image signals
TOTAL ANNOTATIONS	0

